,title,artist,peakPos,lastPos,weeks,isNew,rank,date,year
5344,Hot Girl Bummer,blackbear,45,45,9,False,45,2019-11-23,2019
5345,Don't Start Now,Dua Lipa,30,30,2,False,46,2019-11-23,2019
5346,Juicy,Doja Cat & Tyga,47,67,3,False,47,2019-11-23,2019
5347,The Bones,Maren Morris,48,54,8,False,48,2019-11-23,2019
5348,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,8,51,10,False,49,2019-11-23,2019
5349,My Type,Saweetie,21,47,20,False,50,2019-11-23,2019
5350,Camelot,NLE Choppa,37,48,9,False,51,2019-11-23,2019
5351,VIBEZ,DaBaby,21,60,7,False,52,2019-11-23,2019
5352,Remember You Young,Thomas Rhett,53,68,9,False,53,2019-11-23,2019
5353,What If I Never Get Over You,Lady Antebellum,54,77,12,False,54,2019-11-23,2019
5354,Liar,Camila Cabello,52,52,10,False,55,2019-11-23,2019
5355,Heart On Ice,Rod Wave,56,0,1,True,56,2019-11-23,2019
5356,Prayed For You,Matt Stell,36,49,15,False,57,2019-11-23,2019
5357,Every Little Thing,Russell Dickerson,50,50,11,False,58,2019-11-23,2019
5358,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,44,14,False,59,2019-11-23,2019
5359,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",60,64,6,False,60,2019-11-23,2019
5360,Good Vibes,Chris Janson,48,57,11,False,61,2019-11-23,2019
5361,Stuck In A Dream,Lil Mosey x Gunna,62,87,3,False,62,2019-11-23,2019
5362,Nice To Meet Ya,Niall Horan,63,78,5,False,63,2019-11-23,2019
5363,Baby Sitter,DaBaby Featuring Offset,59,61,14,False,64,2019-11-23,2019
5364,Kinfolks,Sam Hunt,64,72,5,False,65,2019-11-23,2019
5365,Enemies,Post Malone Featuring DaBaby,16,63,10,False,66,2019-11-23,2019
5366,BOP,DaBaby,19,65,7,False,67,2019-11-23,2019
5367,Hate Me,Ellie Goulding & Juice WRLD,56,56,14,False,68,2019-11-23,2019
5368,Make No Sense,YoungBoy Never Broke Again,57,59,5,False,69,2019-11-23,2019
5369,We Were,Keith Urban,70,71,11,False,70,2019-11-23,2019
5370,Heartache Medication,Jon Pardi,71,75,7,False,71,2019-11-23,2019
5371,Better Together,Luke Combs,72,0,1,True,72,2019-11-23,2019
5372,Lonely Child,YoungBoy Never Broke Again,44,58,5,False,73,2019-11-23,2019
5373,Everything I Wanted,Billie Eilish,74,0,1,True,74,2019-11-23,2019
5374,Tip Of My Tongue,Kenny Chesney,73,73,18,False,75,2019-11-23,2019
5375,Ridin' Roads,Dustin Lynch,76,88,2,False,76,2019-11-23,2019
5376,I Don't Know About You,Chris Lane,39,76,19,False,77,2019-11-23,2019
5377,Tusa,Karol G & Nicki Minaj,78,0,1,True,78,2019-11-23,2019
5378,Slow Dancing In The Dark,Joji,69,69,6,False,79,2019-11-23,2019
5379,All The Good Girls Go To Hell,Billie Eilish,46,89,4,False,80,2019-11-23,2019
5380,Yellow Hearts,Ant Saunders,81,0,1,True,81,2019-11-23,2019
5381,It All Comes Out In The Wash,Miranda Lambert,70,70,2,False,82,2019-11-23,2019
5382,Jerry Sprunger,Tory Lanez & T-Pain,83,0,1,True,83,2019-11-23,2019
5383,La Cancion,J Balvin & Bad Bunny,84,0,5,False,84,2019-11-23,2019
5384,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,58,66,7,False,85,2019-11-23,2019
5385,Self Control,YoungBoy Never Broke Again,50,74,10,False,86,2019-11-23,2019
5386,Look At Her Now.,Selena Gomez,27,62,3,False,87,2019-11-23,2019
5387,Hot Now,YoungBoy Never Broke Again,66,83,5,False,88,2019-11-23,2019
5388,homecoming queen?,Kelsea Ballerini,82,0,2,False,89,2019-11-23,2019
5389,Show Me Love,Alicia Keys Featuring Miguel,90,0,1,True,90,2019-11-23,2019
5390,Easy,DaniLeigh Featuring Chris Brown,91,91,2,False,91,2019-11-23,2019
5391,Valentino,24kGoldn,92,0,1,True,92,2019-11-23,2019
5392,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,53,53,14,False,93,2019-11-23,2019
5393,Lalala,Y2K & bbno$,55,0,19,False,94,2019-11-23,2019
5394,Living,Dierks Bentley,51,93,16,False,95,2019-11-23,2019
5395,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",96,99,4,False,96,2019-11-23,2019
5396,Come Thru,Summer Walker & Usher,42,97,6,False,97,2019-11-23,2019
5397,Start Wit Me,Roddy Ricch & Gunna,75,82,3,False,98,2019-11-23,2019
5398,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",43,94,17,False,99,2019-11-23,2019
5399,Immortal,21 Savage,55,55,2,False,100,2019-11-23,2019
5400,Someone You Loved,Lewis Capaldi,1,2,26,False,1,2019-11-16,2019
5401,Circles,Post Malone,2,3,10,False,2,2019-11-16,2019
5402,Senorita,Shawn Mendes & Camila Cabello,1,4,20,False,3,2019-11-16,2019
5403,Truth Hurts,Lizzo,1,5,27,False,4,2019-11-16,2019
5404,Lose You To Love Me,Selena Gomez,1,1,3,False,5,2019-11-16,2019
5405,Good As Hell,Lizzo,6,6,11,False,6,2019-11-16,2019
5406,No Guidance,Chris Brown Featuring Drake,5,8,22,False,7,2019-11-16,2019
5407,Panini,Lil Nas X,5,9,20,False,8,2019-11-16,2019
5408,Memories,Maroon 5,9,11,7,False,9,2019-11-16,2019
5409,"10,000 Hours",Dan + Shay & Justin Bieber,4,12,5,False,10,2019-11-16,2019
5410,Hot,Young Thug Featuring Gunna,11,35,12,False,11,2019-11-16,2019
5411,Bad Guy,Billie Eilish,1,10,32,False,12,2019-11-16,2019
5412,Ran$om,Lil Tecca,4,13,23,False,13,2019-11-16,2019
5413,HIGHEST IN THE ROOM,Travis Scott,1,14,5,False,14,2019-11-16,2019
5414,Beautiful People,Ed Sheeran Featuring Khalid,13,15,19,False,15,2019-11-16,2019
5415,Trampoline,SHAED,16,16,23,False,16,2019-11-16,2019
5416,Bandit,Juice WRLD & YoungBoy Never Broke Again,10,18,5,False,17,2019-11-16,2019
5417,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,21,36,False,18,2019-11-16,2019
5418,Only Human,Jonas Brothers,19,22,21,False,19,2019-11-16,2019
5419,I Don't Care,Ed Sheeran & Justin Bieber,2,20,26,False,20,2019-11-16,2019
5420,Goodbyes,Post Malone Featuring Young Thug,3,24,18,False,21,2019-11-16,2019
5421,On Chill,Wale Featuring Jeremih,22,29,13,False,22,2019-11-16,2019
5422,Dance Monkey,Tones And I,23,41,5,False,23,2019-11-16,2019
5423,Talk,Khalid,3,25,39,False,24,2019-11-16,2019
5424,Sucker,Jonas Brothers,1,26,36,False,25,2019-11-16,2019
5425,Ballin',Mustard & Roddy Ricch,26,31,16,False,26,2019-11-16,2019
5426,How Do You Sleep?,Sam Smith,24,30,16,False,27,2019-11-16,2019
5427,One Man Band,Old Dominion,28,28,11,False,28,2019-11-16,2019
5428,Playing Games,Summer Walker,16,34,10,False,29,2019-11-16,2019
5429,Don't Start Now,Dua Lipa,30,0,1,True,30,2019-11-16,2019
5430,Baby,Lil Baby & DaBaby,21,38,16,False,31,2019-11-16,2019
5431,Money In The Grave,Drake Featuring Rick Ross,7,32,21,False,32,2019-11-16,2019
5432,Even Though I'm Leaving,Luke Combs,33,40,10,False,33,2019-11-16,2019
5433,Roxanne,Arizona Zervas,34,0,1,True,34,2019-11-16,2019
5434,223's,YNW Melly & 9lokknine,34,61,9,False,35,2019-11-16,2019
5435,Dancing With A Stranger,Sam Smith & Normani,7,42,43,False,36,2019-11-16,2019
5436,Follow God,Kanye West,7,7,2,False,37,2019-11-16,2019
5437,Suge,DaBaby,7,39,32,False,38,2019-11-16,2019
5438,Heat,Chris Brown Featuring Gunna,39,46,10,False,39,2019-11-16,2019
5439,One Thing Right,Marshmello & Kane Brown,36,47,20,False,40,2019-11-16,2019
5440,Time,NF,41,49,16,False,41,2019-11-16,2019
5441,Graveyard,Halsey,42,50,8,False,42,2019-11-16,2019
5442,Lover,Taylor Swift,10,48,12,False,43,2019-11-16,2019
5443,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,43,13,False,44,2019-11-16,2019
5444,Hot Girl Bummer,blackbear,45,57,8,False,45,2019-11-16,2019
5445,You Need To Calm Down,Taylor Swift,2,52,21,False,46,2019-11-16,2019
5446,My Type,Saweetie,21,53,19,False,47,2019-11-16,2019
5447,Camelot,NLE Choppa,37,55,8,False,48,2019-11-16,2019
5448,Prayed For You,Matt Stell,36,56,14,False,49,2019-11-16,2019
5449,Every Little Thing,Russell Dickerson,50,54,10,False,50,2019-11-16,2019
5450,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,8,59,9,False,51,2019-11-16,2019
5451,Liar,Camila Cabello,52,58,9,False,52,2019-11-16,2019
5452,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,53,66,13,False,53,2019-11-16,2019
5453,The Bones,Maren Morris,53,69,7,False,54,2019-11-16,2019
5454,Immortal,21 Savage,55,0,1,True,55,2019-11-16,2019
5455,Hate Me,Ellie Goulding & Juice WRLD,56,68,13,False,56,2019-11-16,2019
5456,Good Vibes,Chris Janson,48,62,10,False,57,2019-11-16,2019
5457,Lonely Child,YoungBoy Never Broke Again,44,64,4,False,58,2019-11-16,2019
5458,Make No Sense,YoungBoy Never Broke Again,57,70,4,False,59,2019-11-16,2019
5459,VIBEZ,DaBaby,21,67,6,False,60,2019-11-16,2019
5460,Baby Sitter,DaBaby Featuring Offset,59,65,13,False,61,2019-11-16,2019
5461,Look At Her Now.,Selena Gomez,27,27,2,False,62,2019-11-16,2019
5462,Enemies,Post Malone Featuring DaBaby,16,73,9,False,63,2019-11-16,2019
5463,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",64,78,5,False,64,2019-11-16,2019
5464,BOP,DaBaby,19,71,6,False,65,2019-11-16,2019
5465,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,58,83,6,False,66,2019-11-16,2019
5466,Juicy,Doja Cat & Tyga,67,0,2,False,67,2019-11-16,2019
5467,Remember You Young,Thomas Rhett,68,81,8,False,68,2019-11-16,2019
5468,Slow Dancing In The Dark,Joji,69,88,5,False,69,2019-11-16,2019
5469,It All Comes Out In The Wash,Miranda Lambert,70,0,1,True,70,2019-11-16,2019
5470,We Were,Keith Urban,71,72,10,False,71,2019-11-16,2019
5471,Kinfolks,Sam Hunt,64,87,4,False,72,2019-11-16,2019
5472,Tip Of My Tongue,Kenny Chesney,73,82,17,False,73,2019-11-16,2019
5473,Self Control,YoungBoy Never Broke Again,50,76,9,False,74,2019-11-16,2019
5474,Heartache Medication,Jon Pardi,75,85,6,False,75,2019-11-16,2019
5475,I Don't Know About You,Chris Lane,39,79,18,False,76,2019-11-16,2019
5476,What If I Never Get Over You,Lady Antebellum,77,94,11,False,77,2019-11-16,2019
5477,Nice To Meet Ya,Niall Horan,78,86,4,False,78,2019-11-16,2019
5478,Love Me More,Trippie Redd,79,0,1,True,79,2019-11-16,2019
5479,Cash Shit,Megan Thee Stallion Featuring DaBaby,36,80,20,False,80,2019-11-16,2019
5480,F.N,Lil Tjay,56,77,13,False,81,2019-11-16,2019
5481,Start Wit Me,Roddy Ricch & Gunna,75,75,2,False,82,2019-11-16,2019
5482,Hot Now,YoungBoy Never Broke Again,66,91,4,False,83,2019-11-16,2019
5483,Closed On Sunday,Kanye West,17,17,2,False,84,2019-11-16,2019
5484,In My Room,Frank Ocean,85,0,1,True,85,2019-11-16,2019
5485,Love You Too Late,Cole Swindell,49,74,14,False,86,2019-11-16,2019
5486,Stuck In A Dream,Lil Mosey x Gunna,87,0,2,False,87,2019-11-16,2019
5487,Ridin' Roads,Dustin Lynch,88,0,1,True,88,2019-11-16,2019
5488,All The Good Girls Go To Hell,Billie Eilish,46,0,3,False,89,2019-11-16,2019
5489,For My Daughter,Kane Brown,90,0,1,True,90,2019-11-16,2019
5490,Easy,DaniLeigh Featuring Chris Brown,91,0,1,True,91,2019-11-16,2019
5491,Selah,Kanye West,19,19,2,False,92,2019-11-16,2019
5492,Living,Dierks Bentley,51,96,15,False,93,2019-11-16,2019
5493,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",43,84,16,False,94,2019-11-16,2019
5494,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,78,0,2,False,95,2019-11-16,2019
5495,On God,Kanye West,23,23,2,False,96,2019-11-16,2019
5496,Come Thru,Summer Walker & Usher,42,89,5,False,97,2019-11-16,2019
5497,Higher Love,Kygo X Whitney Houston,63,99,9,False,98,2019-11-16,2019
5498,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",97,100,3,False,99,2019-11-16,2019
5499,Big Boy Diamonds,Gucci Mane Featuring Kodak Black & London On Da Track,100,0,1,True,100,2019-11-16,2019
5500,Lose You To Love Me,Selena Gomez,1,15,2,False,1,2019-11-09,2019
5501,Someone You Loved,Lewis Capaldi,1,1,25,False,2,2019-11-09,2019
5502,Circles,Post Malone,3,4,9,False,3,2019-11-09,2019
5503,Senorita,Shawn Mendes & Camila Cabello,1,3,19,False,4,2019-11-09,2019
5504,Truth Hurts,Lizzo,1,2,26,False,5,2019-11-09,2019
5505,Good As Hell,Lizzo,6,14,10,False,6,2019-11-09,2019
5506,Follow God,Kanye West,7,0,1,True,7,2019-11-09,2019
5507,No Guidance,Chris Brown Featuring Drake,5,5,21,False,8,2019-11-09,2019
5508,Panini,Lil Nas X,5,6,19,False,9,2019-11-09,2019
5509,Bad Guy,Billie Eilish,1,9,31,False,10,2019-11-09,2019
5510,Memories,Maroon 5,11,11,6,False,11,2019-11-09,2019
5511,"10,000 Hours",Dan + Shay & Justin Bieber,4,10,4,False,12,2019-11-09,2019
5512,Ran$om,Lil Tecca,4,8,22,False,13,2019-11-09,2019
5513,HIGHEST IN THE ROOM,Travis Scott,1,7,4,False,14,2019-11-09,2019
5514,Beautiful People,Ed Sheeran Featuring Khalid,13,13,18,False,15,2019-11-09,2019
5515,Trampoline,SHAED,16,19,22,False,16,2019-11-09,2019
5516,Closed On Sunday,Kanye West,17,0,1,True,17,2019-11-09,2019
5517,Bandit,Juice WRLD & YoungBoy Never Broke Again,10,12,4,False,18,2019-11-09,2019
5518,Selah,Kanye West,19,0,1,True,19,2019-11-09,2019
5519,I Don't Care,Ed Sheeran & Justin Bieber,2,16,25,False,20,2019-11-09,2019
5520,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,18,35,False,21,2019-11-09,2019
5521,Only Human,Jonas Brothers,20,20,20,False,22,2019-11-09,2019
5522,On God,Kanye West,23,0,1,True,23,2019-11-09,2019
5523,Goodbyes,Post Malone Featuring Young Thug,3,17,17,False,24,2019-11-09,2019
5524,Talk,Khalid,3,22,38,False,25,2019-11-09,2019
5525,Sucker,Jonas Brothers,1,23,35,False,26,2019-11-09,2019
5526,Look At Her Now.,Selena Gomez,27,0,1,True,27,2019-11-09,2019
5527,One Man Band,Old Dominion,28,32,10,False,28,2019-11-09,2019
5528,On Chill,Wale Featuring Jeremih,22,24,12,False,29,2019-11-09,2019
5529,How Do You Sleep?,Sam Smith,24,29,15,False,30,2019-11-09,2019
5530,Ballin',Mustard & Roddy Ricch,27,27,15,False,31,2019-11-09,2019
5531,Money In The Grave,Drake Featuring Rick Ross,7,25,20,False,32,2019-11-09,2019
5532,Everything We Need,Kanye West Featuring Ty Dolla $ign & Ant Clemons,33,0,1,True,33,2019-11-09,2019
5533,Playing Games,Summer Walker,16,26,9,False,34,2019-11-09,2019
5534,Hot,Young Thug Featuring Gunna,26,31,11,False,35,2019-11-09,2019
5535,God Is,Kanye West,36,0,1,True,36,2019-11-09,2019
5536,Use This Gospel,Kanye West Featuring Clipse & Kenny G,37,0,1,True,37,2019-11-09,2019
5537,Baby,Lil Baby & DaBaby,21,30,15,False,38,2019-11-09,2019
5538,Suge,DaBaby,7,28,31,False,39,2019-11-09,2019
5539,Even Though I'm Leaving,Luke Combs,34,34,9,False,40,2019-11-09,2019
5540,Dance Monkey,Tones And I,41,51,4,False,41,2019-11-09,2019
5541,Dancing With A Stranger,Sam Smith & Normani,7,33,42,False,42,2019-11-09,2019
5542,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,35,12,False,43,2019-11-09,2019
5543,Thriller,Michael Jackson,4,0,19,False,44,2019-11-09,2019
5544,Every Hour,Kanye West Featuring Sunday Service Choir,45,0,1,True,45,2019-11-09,2019
5545,Heat,Chris Brown Featuring Gunna,41,43,9,False,46,2019-11-09,2019
5546,One Thing Right,Marshmello & Kane Brown,36,36,19,False,47,2019-11-09,2019
5547,Lover,Taylor Swift,10,38,11,False,48,2019-11-09,2019
5548,Time,NF,42,42,15,False,49,2019-11-09,2019
5549,Graveyard,Halsey,43,44,7,False,50,2019-11-09,2019
5550,Water,Kanye West Featuring Ant Clemons,51,0,1,True,51,2019-11-09,2019
5551,You Need To Calm Down,Taylor Swift,2,37,20,False,52,2019-11-09,2019
5552,My Type,Saweetie,21,40,18,False,53,2019-11-09,2019
5553,Every Little Thing,Russell Dickerson,54,61,9,False,54,2019-11-09,2019
5554,Camelot,NLE Choppa,37,39,7,False,55,2019-11-09,2019
5555,Prayed For You,Matt Stell,36,41,13,False,56,2019-11-09,2019
5556,Hot Girl Bummer,blackbear,56,56,7,False,57,2019-11-09,2019
5557,Liar,Camila Cabello,52,52,8,False,58,2019-11-09,2019
5558,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,8,50,8,False,59,2019-11-09,2019
5559,Hands On,Kanye West Featuring Fred Hammond,60,0,1,True,60,2019-11-09,2019
5560,223's,YNW Melly & 9lokknine,34,45,8,False,61,2019-11-09,2019
5561,Good Vibes,Chris Janson,48,48,9,False,62,2019-11-09,2019
5562,Jesus Is Lord,Kanye West,63,0,1,True,63,2019-11-09,2019
5563,Lonely Child,YoungBoy Never Broke Again,44,47,3,False,64,2019-11-09,2019
5564,Baby Sitter,DaBaby Featuring Offset,59,59,12,False,65,2019-11-09,2019
5565,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,64,68,12,False,66,2019-11-09,2019
5566,VIBEZ,DaBaby,21,57,5,False,67,2019-11-09,2019
5567,Hate Me,Ellie Goulding & Juice WRLD,68,69,12,False,68,2019-11-09,2019
5568,The Bones,Maren Morris,53,64,6,False,69,2019-11-09,2019
5569,Make No Sense,YoungBoy Never Broke Again,57,58,3,False,70,2019-11-09,2019
5570,BOP,DaBaby,19,55,5,False,71,2019-11-09,2019
5571,We Were,Keith Urban,72,81,9,False,72,2019-11-09,2019
5572,Enemies,Post Malone Featuring DaBaby,16,65,8,False,73,2019-11-09,2019
5573,Love You Too Late,Cole Swindell,49,49,13,False,74,2019-11-09,2019
5574,Start Wit Me,Roddy Ricch & Gunna,75,0,1,True,75,2019-11-09,2019
5575,Self Control,YoungBoy Never Broke Again,50,62,8,False,76,2019-11-09,2019
5576,F.N,Lil Tjay,56,63,12,False,77,2019-11-09,2019
5577,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",77,77,4,False,78,2019-11-09,2019
5578,I Don't Know About You,Chris Lane,39,54,17,False,79,2019-11-09,2019
5579,Cash Shit,Megan Thee Stallion Featuring DaBaby,36,60,19,False,80,2019-11-09,2019
5580,Remember You Young,Thomas Rhett,80,80,7,False,81,2019-11-09,2019
5581,Tip Of My Tongue,Kenny Chesney,74,74,16,False,82,2019-11-09,2019
5582,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,58,88,5,False,83,2019-11-09,2019
5583,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",43,71,15,False,84,2019-11-09,2019
5584,Heartache Medication,Jon Pardi,84,87,5,False,85,2019-11-09,2019
5585,Nice To Meet Ya,Niall Horan,83,90,3,False,86,2019-11-09,2019
5586,Kinfolks,Sam Hunt,64,83,3,False,87,2019-11-09,2019
5587,Slow Dancing In The Dark,Joji,88,0,4,False,88,2019-11-09,2019
5588,Come Thru,Summer Walker & Usher,42,72,4,False,89,2019-11-09,2019
5589,INTRO,DaBaby,13,67,6,False,90,2019-11-09,2019
5590,Hot Now,YoungBoy Never Broke Again,66,78,3,False,91,2019-11-09,2019
5591,Lalala,Y2K & bbno$,55,84,18,False,92,2019-11-09,2019
5592,What She Wants Tonight,Luke Bryan,93,0,1,True,93,2019-11-09,2019
5593,What If I Never Get Over You,Lady Antebellum,86,94,10,False,94,2019-11-09,2019
5594,Lights Up,Harry Styles,17,66,3,False,95,2019-11-09,2019
5595,Living,Dierks Bentley,51,73,14,False,96,2019-11-09,2019
5596,La Cancion,J Balvin & Bad Bunny,93,93,4,False,97,2019-11-09,2019
5597,Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",13,91,7,False,98,2019-11-09,2019
5598,Higher Love,Kygo X Whitney Houston,63,85,8,False,99,2019-11-09,2019
5599,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",97,97,2,False,100,2019-11-09,2019
5600,Someone You Loved,Lewis Capaldi,1,3,24,False,1,2019-11-02,2019
5601,Truth Hurts,Lizzo,1,1,25,False,2,2019-11-02,2019
5602,Senorita,Shawn Mendes & Camila Cabello,1,2,18,False,3,2019-11-02,2019
5603,Circles,Post Malone,4,4,8,False,4,2019-11-02,2019
5604,No Guidance,Chris Brown Featuring Drake,5,5,20,False,5,2019-11-02,2019
5605,Panini,Lil Nas X,5,9,18,False,6,2019-11-02,2019
5606,HIGHEST IN THE ROOM,Travis Scott,1,6,3,False,7,2019-11-02,2019
5607,Ran$om,Lil Tecca,4,7,21,False,8,2019-11-02,2019
5608,Bad Guy,Billie Eilish,1,8,30,False,9,2019-11-02,2019
5609,"10,000 Hours",Dan + Shay & Justin Bieber,4,11,3,False,10,2019-11-02,2019
5610,Memories,Maroon 5,11,12,5,False,11,2019-11-02,2019
5611,Bandit,Juice WRLD & YoungBoy Never Broke Again,10,10,3,False,12,2019-11-02,2019
5612,Beautiful People,Ed Sheeran Featuring Khalid,13,14,17,False,13,2019-11-02,2019
5613,Good As Hell,Lizzo,14,20,9,False,14,2019-11-02,2019
5614,Lose You To Love Me,Selena Gomez,15,0,1,True,15,2019-11-02,2019
5615,I Don't Care,Ed Sheeran & Justin Bieber,2,15,24,False,16,2019-11-02,2019
5616,Goodbyes,Post Malone Featuring Young Thug,3,13,16,False,17,2019-11-02,2019
5617,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,16,34,False,18,2019-11-02,2019
5618,Trampoline,SHAED,18,21,21,False,19,2019-11-02,2019
5619,Only Human,Jonas Brothers,20,24,19,False,20,2019-11-02,2019
5620,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1,19,53,False,21,2019-11-02,2019
5621,Talk,Khalid,3,18,37,False,22,2019-11-02,2019
5622,Sucker,Jonas Brothers,1,23,34,False,23,2019-11-02,2019
5623,On Chill,Wale Featuring Jeremih,22,22,11,False,24,2019-11-02,2019
5624,Money In The Grave,Drake Featuring Rick Ross,7,25,19,False,25,2019-11-02,2019
5625,Playing Games,Summer Walker,16,26,8,False,26,2019-11-02,2019
5626,Ballin',Mustard & Roddy Ricch,27,30,14,False,27,2019-11-02,2019
5627,Suge,DaBaby,7,27,30,False,28,2019-11-02,2019
5628,How Do You Sleep?,Sam Smith,24,28,14,False,29,2019-11-02,2019
5629,Baby,Lil Baby & DaBaby,21,29,14,False,30,2019-11-02,2019
5630,Hot,Young Thug Featuring Gunna,26,32,10,False,31,2019-11-02,2019
5631,One Man Band,Old Dominion,32,45,9,False,32,2019-11-02,2019
5632,Dancing With A Stranger,Sam Smith & Normani,7,34,41,False,33,2019-11-02,2019
5633,Even Though I'm Leaving,Luke Combs,34,39,8,False,34,2019-11-02,2019
5634,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",11,31,11,False,35,2019-11-02,2019
5635,One Thing Right,Marshmello & Kane Brown,36,38,18,False,36,2019-11-02,2019
5636,You Need To Calm Down,Taylor Swift,2,33,19,False,37,2019-11-02,2019
5637,Lover,Taylor Swift,10,37,10,False,38,2019-11-02,2019
5638,Camelot,NLE Choppa,37,40,6,False,39,2019-11-02,2019
5639,My Type,Saweetie,21,35,17,False,40,2019-11-02,2019
5640,Prayed For You,Matt Stell,36,36,12,False,41,2019-11-02,2019
5641,Time,NF,42,46,14,False,42,2019-11-02,2019
5642,Heat,Chris Brown Featuring Gunna,41,41,8,False,43,2019-11-02,2019
5643,Graveyard,Halsey,43,43,6,False,44,2019-11-02,2019
5644,223's,YNW Melly & 9lokknine,34,42,7,False,45,2019-11-02,2019
5645,Wow.,Post Malone,2,47,44,False,46,2019-11-02,2019
5646,Lonely Child,YoungBoy Never Broke Again,44,44,2,False,47,2019-11-02,2019
5647,Good Vibes,Chris Janson,48,48,8,False,48,2019-11-02,2019
5648,Love You Too Late,Cole Swindell,49,60,12,False,49,2019-11-02,2019
5649,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,8,51,7,False,50,2019-11-02,2019
5650,Dance Monkey,Tones And I,51,75,3,False,51,2019-11-02,2019
5651,Liar,Camila Cabello,52,53,7,False,52,2019-11-02,2019
5652,The Git Up,Blanco Brown,14,49,20,False,53,2019-11-02,2019
5653,I Don't Know About You,Chris Lane,39,52,16,False,54,2019-11-02,2019
5654,BOP,DaBaby,19,54,4,False,55,2019-11-02,2019
5655,Hot Girl Bummer,blackbear,56,61,6,False,56,2019-11-02,2019
5656,VIBEZ,DaBaby,21,58,4,False,57,2019-11-02,2019
5657,Make No Sense,YoungBoy Never Broke Again,57,57,2,False,58,2019-11-02,2019
5658,Baby Sitter,DaBaby Featuring Offset,59,72,11,False,59,2019-11-02,2019
5659,Cash Shit,Megan Thee Stallion Featuring DaBaby,36,59,18,False,60,2019-11-02,2019
5660,Every Little Thing,Russell Dickerson,61,65,8,False,61,2019-11-02,2019
5661,Self Control,YoungBoy Never Broke Again,50,50,7,False,62,2019-11-02,2019
5662,F.N,Lil Tjay,56,56,11,False,63,2019-11-02,2019
5663,The Bones,Maren Morris,53,67,5,False,64,2019-11-02,2019
5664,Enemies,Post Malone Featuring DaBaby,16,63,7,False,65,2019-11-02,2019
5665,Lights Up,Harry Styles,17,17,2,False,66,2019-11-02,2019
5666,INTRO,DaBaby,13,55,5,False,67,2019-11-02,2019
5667,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,64,68,11,False,68,2019-11-02,2019
5668,Hate Me,Ellie Goulding & Juice WRLD,69,0,11,False,69,2019-11-02,2019
5669,All Dat,Moneybagg Yo X Megan Thee Stallion,70,70,2,False,70,2019-11-02,2019
5670,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",43,76,14,False,71,2019-11-02,2019
5671,Come Thru,Summer Walker & Usher,42,74,3,False,72,2019-11-02,2019
5672,Living,Dierks Bentley,51,69,13,False,73,2019-11-02,2019
5673,Tip Of My Tongue,Kenny Chesney,74,77,15,False,74,2019-11-02,2019
5674,Motivation,Normani,33,71,10,False,75,2019-11-02,2019
5675,Make It Right,BTS Featuring Lauv,76,0,2,False,76,2019-11-02,2019
5676,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",77,82,3,False,77,2019-11-02,2019
5677,Hot Now,YoungBoy Never Broke Again,66,66,2,False,78,2019-11-02,2019
5678,Rich As Hell,YoungBoy Never Broke Again,79,100,2,False,79,2019-11-02,2019
5679,Remember You Young,Thomas Rhett,80,83,6,False,80,2019-11-02,2019
5680,We Were,Keith Urban,80,97,8,False,81,2019-11-02,2019
