,keywords
20,"{'run': 8, 'know': 7, 'love': 6, 'meet': 6, 'eastside': 6, 'come': 6, 'start': 5, 'life': 5, 'day': 4, 'baby': 4, 'hand': 3, 'city': 3, 'sun': 3, 'set': 3, 'old': 3, 'young': 2, 'fall': 2, 'ride': 2, 'backstreet': 2, 'blue': 2, 'corvette': 2, 'wanna': 2, 'leave': 2, 'tonight': 2, 'want': 2, 'drive': 2, 'coast': 2, 'jump': 2, 'sea': 2, 'mind': 2, 'line': 2, 'willing': 2, 'heart': 2, 'break': 2, 'today': 2, 'new': 2, 'different': 2, 'place': 2, 'idea': 2, 'hold': 1, 'grow': 1, 'touch': 1, 'kiss': 1, 'light': 1, 'bus': 1, 'daddy': 1, 'like': 1, 'believe': 1, 'find': 1, 'way': 1, 'window': 1, 'sneak': 1, 'late': 1, 'seventeen': 1, 'dream': 1, 'family': 1, 'house': 1, 'turn': 1, 'pressure': 1, 'dead': 1, 'end': 1, 'job': 1, 'bill': 1, 'pay': 1, 'friend': 1, 'enemy': 1, 'think': 1, 'singe': 1}"
21,"{'breathin': 32, 'air': 7, 'time': 6, 'know': 4, 'tell': 3, 'feel': 3, 'blood': 3, 'runnin': 3, 'swear': 3, 'sky': 3, 'fallin': 3, 'control': 3, 'mind': 3, 'thing': 2, 'way': 2, 'shit': 2, 'fabricate': 2, 'try': 2, 'mmm': 2, 'find': 2, 'lacigam': 1, 'gnihtemos': 1, 'od': 1, 'ot': 1, 'thgin': 1, 'laiceps': 1, 'ruoy': 1, ""s'thginot"": 1, 'day': 1, 'energy': 1, 'look': 1, 'room': 1, 'spinning': 1, 'care': 1, 'complicate': 1, 'people': 1, 'medicate': 1, 'hard': 1, 'cloud': 1, 'tune': 1, 'loud': 1, 'remind': 1, 'complicated': 1, 'need': 1, 'face': 1}"
22,"{'let': 16, 'know': 13, 'mean': 8, 'woulda': 8, 'life': 5, 'think': 4, 'rollin': 4, 'jonas': 2, 'big': 2, 'chain': 2, 'love': 2, 'believe': 1, 'end': 1, 'come': 1, 'benzo': 1, 'friend': 1, 'uncle': 1, 'aunt': 1, 'candle': 1, 'blow': 1, 'open': 1, 'eye': 1, 'lookin': 1, 'rest': 1, 'picture': 1, 'post': 1, 'bedside': 1, 'dresser': 1, 'sock': 1, 'like': 1, 'brother': 1, 'drinkin': 1, 'henny': 1, 'forget': 1, 'shit': 1, 'head': 1, 'dude': 1, 'cool': 1, 'broken': 1, 'wonder': 1, 'foreign': 1, 'change': 1, 'look': 1, 'day': 1, 'promise': 1, 'swear': 1, 'okay': 1}"
23,"{'want': 14, 'need': 12, 'youngblood': 7, 'life': 7, 'dead': 7, 'man': 7, 'tonight': 7, 'time': 7, 'push': 6, 'pull': 6, 'walk': 4, 'crawl': 3, 'run': 3, 'baby': 2, 'remember': 1, 'word': 1, 'tell': 1, 'love': 1, 'day': 1, 'die': 1, 'surrender': 1, 'believe': 1, 'know': 1, 'beat': 1, 'damn': 1, 'game': 1, 'conversation': 1, 'end': 1, 'goodbye': 1, 'drunk': 1, 'place': 1, 'look': 1, 'stranger': 1, 'hope': 1, 'god': 1, 'face': 1}"
24,"{'la': 19, 'special': 16, 'heart': 12, 'christmas': 8, 'year': 8, 'tear': 8, 'day': 7, 'save': 6, 'love': 3, 'fool': 3, 'think': 3, 'ohh': 2, 'eye': 2, 'baby': 2, 'know': 2, 'face': 2, 'lover': 2, 'fire': 2, 'man': 2, 'cover': 2, 'bite': 1, 'shy': 1, 'distance': 1, 'catch': 1, 'tell': 1, 'recognize': 1, 'surprise': 1, 'merry': 1, 'wrap': 1, 'send': 1, 'note': 1, 'mean': 1, 'kiss': 1, 'crowded': 1, 'room': 1, 'friend': 1, 'tired': 1, 'hide': 1, 'soul': 1, 'ice': 1, 'god': 1, 'rely': 1, 'guess': 1, 'shoulder': 1, 'cry': 1, 'hoo': 1, 'find': 1, 'real': 1, 'return': 1, 'hold': 1, 'watch': 1, 'burn': 1, 'stay': 1}"
25,"{'ding': 48, 'ring': 25, 'ling': 24, 'dong': 24, 'sleigh': 5, 'come': 4, 'lovely': 4, 'weather': 4, 'ride': 4, 'tingle': 2, 'cheek': 2, 'nice': 2, 'rosy': 2, 'comfy': 2, 'cozy': 2, 'snuggle': 2, 'bird': 2, 'feather': 2, 'let': 2, 'road': 2, 'sing': 2, 'chorus': 2, 'hear': 1, 'bell': 1, 'jingle': 1, 'snow': 1, 'fall': 1, 'friend': 1, 'yoo': 1}"
26,"{'heart': 13, 'love': 9, 'shadow': 6, 'room': 6, 'think': 6, 'head': 6, 'easy': 5, 'find': 5, 'let': 5, 'forget': 5, 'know': 5, 'point': 4, 'hate': 4, 'change': 4, 'replace': 4, 'listenin': 4, 'want': 4, 'break': 4, 'leave': 3, 'outta': 3, 'plastic': 3, 'fake': 3, 'tangle': 3, 'drastic': 3, 'way': 3, 'evil': 3, 'girl': 3, 'pretty': 3, 'face': 3, 'ache': 3, 'dead': 2, 'shit': 2, 'past': 2, 'enviyon': 1, 'mix': 1, 'fall': 1, 'land': 1, 'grave': 1, 'prescription': 1, 'feel': 1, 'lucid': 1, 'dream': 1, 'thing': 1, 'bed': 1, 'thought': 1, 'wedding': 1, 'ring': 1, 'end': 1, 'watch': 1, 'blow': 1, 'wind': 1, 'listen': 1, 'friend': 1, 'mistake': 1, 'heartbreak': 1}"
27,"{'santa': 21, 'claus': 21, 'come': 17, 'lane': 5, 'tonight': 5, 'bell': 3, 'child': 3, 'vixen': 2, 'blitzen': 2, 'reindeer': 2, 'pullin': 2, 'rein': 2, 'singin': 2, 'merry': 2, 'bright': 2, 'hang': 2, 'stocking': 2, 'prayer': 2, 'fill': 2, 'christmas': 2, 'bag': 1, 'toy': 1, 'boy': 1, 'girl': 1, 'hear': 1, 'sleigh': 1, 'jingle': 1, 'jangle': 1, 'beautiful': 1, 'sight': 1, 'jump': 1, 'bed': 1, 'cover': 1, 'head': 1, 'care': 1, 'rich': 1, 'poor': 1, 'love': 1, 'know': 1, 'gods': 1, 'right': 1, 'heart': 1, 'cheer': 1, 'chime': 1, 'ring': 1, 'morn': 1, 'peace': 1, 'earth': 1, 'follow': 1, 'light': 1, 'let': 1, 'thank': 1, 'lord': 1}"
28,"{'feliz': 21, 'navidad': 21, 'wanna': 18, 'wish': 18, 'merry': 18, 'christmas': 18, 'próspero': 7, 'año': 7, 'y': 7, 'felicidad': 7, 'heart': 6, 'ey': 2}"
29,"{'taki': 30, 'que': 21, 'un': 7, 'el': 7, 'como': 6, 'y': 6, 'báilame': 5, 'fuera': 5, 'última': 5, 'vez': 5, 'enséñame': 5, 'ese': 5, 'pasito': 5, 'bien': 5, 'suavecito': 5, 'bebé': 5, 'rumba': 4, 'quiere': 4, 'booty': 4, 'traje': 4, 'yo': 4, 'ella': 4, 'pero': 4, 'wanna': 4, 'music': 3, 'flow': 3, 'sobresale': 3, 'pantisito': 3, 'pa': 3, 'nene': 3, 'trabaje': 3, 'sé': 3, 'lo': 3, 'cree': 3, 'sabe': 3, 'know': 3, 'bitch': 3, 'snake': 2, 'los': 2, 'kawasaki': 2, 'de': 2, 'tu': 2, 'trajo': 2, 'es': 2, 'cuenta': 2, 'tiene': 2, 'espionaje': 2, 'need': 2, 'read': 2, 'break': 2, 'work': 2, 'love': 2, 'come': 2, 'jaja': 1, 'ñaqui': 1, 'nagasaki': 1, '-aki': 1, 'prende': 1, 'motor': 1, 'la': 1, 'disco': 1, 'llena': 1, 'llegaron': 1, 'anunnakis': 1, 'bajes': 1, 'bardi': 1, 'cardi': 1, 'touch': 1, 'tease': 1, 'squeeze': 1, 'piggy': 1, 'bank': 1, 'hungry': 1, 'nigga': 1, 'feed': 1, 'text': 1, 'freaky': 1, 'let': 1, 'punani': 1, 'undefeated': 1, 'ayy': 1, 'datewhere': 1, 'lamborghini': 1, 'store': 1, 'm': 1, 'scary': 1, 'hard': 1, 'ouija': 1, 'board': 1, 'boss': 1, 'leave': 1, 'hoe': 1, 'class': 1, 'talk': 1, 'cash': 1, 'shit': 1, 'pop': 1, 'gold': 1, 'grill': 1, 'rich': 1, 'fake': 1, 'hate': 1, 'real': 1, 'mi': 1, 'e': 1, 'dice': 1, 'comer': 1, 'equipaje': 1, 'dj': 1, 'careful': 1, 'way': 1, 'body': 1, 'play': 1, 'tight': 1, 'everyday': 1, 'taste': 1, 'fallin': 1, 'little': 1, 'dance': 1, 'girl': 1, 'run': 1, 'sun': 1, 'porque': 1, 'party': 1, 'soy': 1, 'fiesta': 1, 'blow': 1, 'candle': 1, 'siesta': 1, 'try': 1, 'stop': 1, 'want': 1}"
31,"{'home': 8, 'holiday': 8, 'place': 4, 'beat': 4, 'sweet': 4, 'pennsylvania': 4, 'cause': 3, 'roam': 3, 'pine': 2, 'sunshine': 2, 'friendly': 2, 'gaze': 2, 'meet': 2, 'man': 2, 'live': 2, 'tennessee': 2, 'headin': 2, 'homemade': 2, 'pumpkin': 2, 'pie': 2, 'folk': 2, 'dixie': 2, 'sunny': 2, 'shore': 2, 'atlantic': 2, 'pacific': 2, 'traffic': 2, 'terrific': 2, 'want': 2, 'happy': 2, 'way': 2}"
32,"{'fuck': 22, 'bitch': 18, 'ayy': 14, 'leave': 14, 'drunk': 9, 'dumb': 9, 'play': 6, 'run': 6, 'buck': 6, 'time': 5, 'tell': 4, 'miss': 3, 'crazy': 3, 'know': 3, 'start': 3, 'want': 3, 'lady': 2, 'lil': 2, 'fine': 2, 'damn': 2, 'drop': 2, 'love': 2, 'shit': 2, 'sweat': 2, 'truth': 2, 'young': 1, 'claim': 1, 'd': 1, 'drive': 1, 'think': 1, 'daily': 1, 'smoke': 1, 'tech': 1, 'flexin': 1, 'flex': 1, 'star': 1, 'goal': 1, 'checklist': 1, 'question': 1, 'check': 1, 'message': 1, 'texte': 1, 'demon': 1, 'cold': 1, 'fiendin': 1, 'dream': 1, 'coupe': 1, 'car': 1, 'clique': 1, 'man': 1, 'life': 1, 'walk': 1, 'dark': 1, 'wavy': 1, 'sip': 1, 'purple': 1, 'lazy': 1, 'throwback': 1, 'ayisyen': 1, 'hit': 1, 'bop': 1, 'kodak': 1, 'block': 1, 'good': 1, 'nah': 1, 'depart': 1, 'different': 1}"
33,"{'christmas': 8, 'white': 6, 'dream': 4, 'know': 2, 'tree': 2, 'glisten': 2, 'child': 2, 'listen': 2, 'hear': 2, 'sleigh': 2, 'bell': 2, 'snow': 2, 'card': 2, 'write': 2, 'day': 2, 'merry': 2, 'bright': 2}"
34,"{'look': 6, 'begin': 5, 'lot': 5, 'christmas': 5, 'start': 4, 'pair': 2, 'hop': 2, 'long': 2, 'boot': 2, 'pistol': 2, 'shoot': 2, 'wish': 2, 'barney': 2, 'ben': 2, 'dolls': 2, 'talk': 2, 'walk': 2, 'hope': 2, 'janice': 2, 'jen': 2, 'mom': 2, 'dad': 2, 'wait': 2, 'school': 2, 'bell': 2, 'thing': 2, 'ring': 2, 'carol': 2, 'sing': 2, 'heart': 2, 'glisten': 1, 'candy': 1, 'cane': 1, 'silver': 1, 'lane': 1, 'aglow': 1, 'toy': 1, 'store': 1, 'pretty': 1, 'sight': 1, 'holly': 1, 'door': 1, 'tree': 1, 'grand': 1, 'hotel': 1, 'park': 1, 'sturdy': 1, 'kind': 1, 'mind': 1, 'snow': 1}"
35,"{'dawg': 9, 'know': 5, 'piece': 4, 'ball': 4, ""goin'"": 4, 'rich': 4, 'shit': 3, 'playin': 3, 'richard': 3, 'bad': 3, 'brrt': 3, 'wheezy': 2, 'legal': 2, 'beatles': 2, 'strapped': 2, 'ask': 2, 'send': 2, 'lil': 2, 'blow': 2, 'mall': 2, 'mean': 2, 'involve': 2, 'card': 2, 'grow': 2, 'fuck': 2, 'got': 2, 'wanna': 2, 'fall': 2, 'wall': 2, 'bunch': 2, 'nigga': 2, 'need': 2, 'night': 2, 'broad': 2, 'day': 2, 'rack': 2, 'way': 2, 'lambo': 2, 'bitch': 2, 'lori': 2, 'fact': 2, 'cap': 2, 'jeez': 1, 'smokin': 1, 'slap': 1, 'foreign': 1, 'runnin': 1, 'diesel': 1, 'lethal': 1, 'don': 1, 'corleone': 1, 'trust': 1, 'lonely': 1, 'actin': 1, 'bring': 1, 'clip': 1, 'boss': 1, 'break': 1, ""nothin'"": 1, 'bein': 1, 'friendly': 1, 'lot': 1, 'murakami': 1, 'hallway': 1, 'sticky': 1, 'place': 1, 'girl': 1, 'leave': 1, 'love': 1, 'magic': 1, 'shade': 1, 'fit': 1, 'amiris': 1, 'drizzy': 1, 'gettin': 1, 'scary': 1, 'fuckin': 1, 'opps': 1, 'come': 1, 'band': 1, 'head': 1, 'jason': 1, 'terry': 1, 'mille': 1, 'cost': 1, 'badd': 1, 'commando': 1, 'salute': 1, 'time': 1, 'trap': 1, 'rambo': 1, 'extended': 1, 'neighborhood': 1, 'philly': 1, 'fendi': 1, 'real': 1, 'graduate': 1, 'big': 1, 'fish': 1, 'marlin': 1, 'harvey': 1, 'wish': 1, 'list': 1, 'thing': 1, 'want': 1, 'christmas': 1, 'true': 1, 'story': 1, 'livin': 1, 'dc': 1, 'ovo': 1, 'plat': 1, 'outta': 1}"
36,"{'lot': 49, 'break': 29, 'time': 18, 'nigga': 15, 'money': 8, 'leave': 7, 'shoot': 6, 'want': 6, 'turn': 5, 'pray': 5, 'problem': 4, 'people': 4, 'doubt': 4, 'rot': 4, 'ride': 4, 'chance': 4, 'know': 4, 'flop': 3, 'lawyer': 3, 'die': 3, 'cheat': 3, 'lie': 3, 'cry': 3, 'thot': 3, 'tell': 3, 'brother': 3, 'love': 2, 'm': 2, 'fuck': 2, 'life': 2, 'drive': 2, 'studio': 2, 'play': 2, 'smoke': 2, 'spot': 2, 'plan': 2, 'great': 2, 'headphone': 1, 'little': 1, 'bit': 1, 'reason': 1, 'fuckin': 1, 'day': 1, 'alive': 1, 'stick': 1, 'jail': 1, 'dead': 1, 'rich': 1, 'breath': 1, 'snitch': 1, '4l': 1, 'way': 1, 'switch': 1, 'penitentiary': 1, 'couple': 1, 'buck': 1, 'heart': 1, 'cold': 1, 'cup': 1, 'gang': 1, 'world': 1, 'dawg': 1, 'write': 1, 'statement': 1, 'lose': 1, 'beast': 1, 'street': 1, 'storm': 1, 'g': 1, 'sunny': 1, 'pay': 1, 'rap': 1, 'beat': 1, 'come': 1, 'hour': 1, 'half': 1, 'stop': 1, 'kid': 1, 'stand': 1, 'seein': 1, 'shit': 1, 'question': 1, 'fake': 1, 'stream': 1, 'machine': 1, 'mirror': 1, 'niggas': 1, 'big': 1, 'nah': 1, 'thing': 1, 'true': 1, 'million': 1, 'meme': 1, 'routine': 1, 'cream': 1, 'comparison': 1, 'marathon': 1, 'aware': 1, 'lack': 1, 'promotion': 1, 'bragging': 1, 'boast': 1, 'guess': 1, 'hope': 1, 'music': 1, 'speak': 1, 'ill': 1, 'album': 1, 'outcome': 1, 'bat': 1, 'point': 1, 'rapper': 1, 'like': 1, 'rappin': 1, 'savage': 1, 'hit': 1, 'save': 1, 'new': 1, 'record': 1, 'open': 1, 'book': 1, 'jot': 1, 'tekashi': 1, 'picture': 1, 'cell': 1, 'cot': 1, 'flectin': 1, 'wonder': 1, 'worth': 1, 'markelle': 1, 'shot': 1, 'meet': 1, 'special': 1, 'lord': 1, 'bless': 1, 'dennis': 1, 'smith': 1, 'jr.': 1, 'stay': 1, 'solid': 1, 'tangent': 1, 'fan': 1, 'hop': 1, 'abandon': 1, 'ship': 1, 'think': 1, 'pan': 1, 'success': 1, 'revenge': 1, 'friend': 1, 'cole': 1, 'mission': 1, 'cementin': 1, 'end': 1}"
37,"{'bad': 24, 'love': 14, 'trip': 14, 'big': 8, 'baby': 5, 'bitter': 4, 'wanna': 4, 'know': 4, 'drip': 4, 'sippin': 3, 'control': 3, 'feelin': 3, 'givin': 3, 'hittin': 3, 'good': 3, 'true': 3, 'boy': 3, 'save': 2, 'lotta': 2, 'waste': 2, 'mile': 2, 'taste': 2, 'face': 2, 'think': 2, 'feeling': 1, 'safety': 1, 'shootin': 1, 'heart': 1, 'bullet': 1, 'tryna': 1, 'leave': 1, 'deal': 1, 'bleed': 1, 'cool': 1, 'waitin': 1, 'act': 1, 'fool': 1, 'steady': 1, 'bruisin': 1, 'addicted': 1, 'kind': 1, 'type': 1, 'admit': 1, 'wrong': 1, 'trippin': 1}"
38,"{'like': 35, 'que': 13, 'el': 13, 'gang': 12, 'wuh': 8, 'yeh': 7, 'goza': 7, 'woo': 6, 'y': 6, 'tell': 5, 'como': 5, 'dollar': 4, 'diamond': 4, 'ching': 4, 'bitch': 4, 'chain': 4, 'las': 4, 'te': 4, 'cha': 3, 'cardi': 3, 'district': 3, 'certify': 3, 'know': 3, 'drop': 3, 'blow': 3, 'brain': 3, 'handsome': 3, 'bad': 3, 'pero': 3, 'de': 3, 'es': 3, 'pa': 3, 'yo': 3, 'la': 3, 'se': 3, 'hookah': 3, 'soy': 3, 'cosa': 3, 'believe': 2, 'signin': 2, 'bang': 2, 'mami': 2, 'hot': 2, 'rrr': 2, 'coupe': 2, 'mario': 2, 'b': 2, 'fact': 2, 'likewoo': 2, 'need': 2, 'beat': 2, 'piñata': 2, 'driver': 2, 'close': 2, 'curtain': 2, 'skrrt': 2, 'nervous': 2, 'chambean': 2, 'jalan': 2, 'tengo': 2, 'cabrón': 2, 'ti': 2, 'gustan': 2, 'qué': 2, 'lo': 2, 'pin': 2, ""pa'l"": 2, 'bebé': 2, 'tu': 2, 'mi': 2, 'hype': 2, 'stuntin': 1, 'shinin': 1, 'deal': 1, 'pen': 1, 'balenciagas': 1, 'look': 1, 'sock': 1, 'jeweler': 1, 'rock': 1, 'watch': 1, 'text': 1, 'ex': 1, 'want': 1, 'second': 1, 'chance': 1, 'prove': 1, 'niggas': 1, 'wrong': 1, 'bardi': 1, 'body': 1, 'spicy': 1, 'tamale': 1, 'somali': 1, 'fur': 1, 'coat': 1, 'ferrari': 1, 'hop': 1, 'stu': 1, 'jump': 1, 'big': 1, 'dipper': 1, 'roof': 1, 'flex': 1, 'eat': 1, 'halal': 1, 'drive': 1, 'lam': 1, 'sorry': 1, 'bout': 1, 'coin': 1, 'run': 1, 'shit': 1, 'cardio': 1, 'tú': 1, 'compra': 1, 'jordan': 1, 'bo': 1, 'regalan': 1, 'jeje': 1, 'spend': 1, 'club': 1, 'bank': 1, 'new': 1, 'religion': 1, 'latino': 1, 'trato': 1, 'hacer': 1, 'dieta': 1, 'en': 1, 'closet': 1, 'mucha': 1, 'grasa': 1, 'ya': 1, 'mudé': 1, 'gucci': 1, 'casa': 1, 'conocen': 1, 'ni': 1, 'plaza': 1, 'diablo': 1, 'llama': 1, 'jesucristo': 1, 'abraza': 1, 'amén': 1, 'guerrero': 1, 'eddie': 1, 'raza': 1, 'boricuas': 1, 'cubana': 1, 'gusta': 1, 'acento': 1, 'colombianas': 1, 'hubo': 1, 'mueve': 1, 'culo': 1, 'dominicana': 1, 'rico': 1, 'chingan': 1, 'venezolana': 1, 'andamos': 1, 'activos': 1, 'perico': 1, 'billetes': 1, 'cien': 1, 'maletín': 1, 'retumbe': 1, 'bajo': 1, 'bobby': 1, 'valentín': 1, 'buh': 1, 'aquí': 1, 'prohibido': 1, 'amar': 1, 'dile': 1, 'charytín': 1, 'picor': 1, 'claritín': 1, 'llego': 1, 'disco': 1, 'forma': 1, 'motín': 1, 'rrrah': 1, 'bunny': 1, 'baby': 1, 'celia': 1, 'cruz': 1, 'azúcar': 1, 'azúca': 1, 'jeva': 1, 'vio': 1, 'fue': 1, 'pecho': 1, 'jimmy': 1, 'snuka': 1, 'vamos': 1, 'tumbar': 1, 'peluca': 1, 'arranca': 1, 'carajo': 1, ""vo'a"": 1, 'pasar': 1, 'mis': 1, 'tenis': 1, 'balenciaga': 1, 'reciben': 1, 'entrada': 1, 'paparazzi': 1, 'lady': 1, 'gaga': 1, 'hagas': 1, 'billboard': 1, 'cara': 1, 'salgo': 1, 'mente': 1, 'donde': 1, 'quieras': 1, 'viajes': 1, 'gente': 1, 'testarossa': 1, 'vive': 1, 'también': 1, 'mira': 1, 'sufre': 1, 'toca': 1}"
39,"{'blue': 12, 'christmas': 6, 'start': 2, ""doin'"": 2, 'white': 2, 'think': 1, 'decoration': 1, 'red': 1, 'green': 1, 'tree': 1, 'dear': 1, 'snowflake': 1, 'fallin': 1, 'memory': 1, 'callin': 1}"
40,"{'speechless': 9, 'time': 7, 'know': 5, 'standin': 3, 'dress': 3, 'secret': 3, 'weakness': 3, 'nervous': 3, 'walk': 3, 'room': 3, 'night': 2, 'tonight': 2, 'thank': 2, 'god': 2, 'read': 2, 'mind': 2, 'look': 2, 'eye': 2, 'starin': 2, ""doin'"": 2, 'watch': 2, 'smell': 1, 'perfume': 1, 'float': 1, 'stair': 1, 'fix': 1, 'hair': 1, 'mess': 1, 'second': 1, 'surprised': 1, 'happen': 1, ""nothin'"": 1, 'new': 1, 'start': 1, 'daze': 1, 'day': 1, 'meet': 1, 'breath': 1, 'lung': 1, 'fight': 1, 'word': 1, 'mouth': 1, 'tryin': 1, 'girl': 1, 'watchin': 1, 'baby': 1, 'mmm': 1}"
41,"{'christmas': 16, 'happy': 10, 'war': 10, 'year': 5, 'new': 5, 'hope': 5, 'want': 5, 'let': 4, 'merry': 3, 'good': 3, 'fear': 3, 'begin': 2, 'fun': 2, 'near': 2, 'dear': 2, 'old': 2, 'young': 2, 'kyoko': 1, 'julian': 1, 'weak': 1, 'strong': 1, 'rich': 1, 'poor': 1, 'road': 1, 'long': 1, 'black': 1, 'white': 1, 'yellow': 1, 'red': 1, 'stop': 1, 'fight': 1}"
42,"{'christmas': 28, 'come': 9, 'baby': 8, 'watch': 2, 'singe': 2, 'deck': 2, 'halls': 2, 'remember': 2, 'fun': 2, 'year': 2, 'snow': 1, 'fall': 1, 'lot': 1, 'people': 1, 'home': 1, 'church': 1, 'bell': 1, 'town': 1, 'ring': 1, 'song': 1, 'happy': 1, 'sound': 1, 'pretty': 1, 'light': 1, 'tree': 1, 'shine': 1, 'way': 1, 'hold': 1, 'tear': 1, 'day': 1}"
43,"{'tree': 10, 'need': 9, 'day': 6, 'fall': 5, 'christmas': 5, 'mean': 5, 'hold': 5, 'snow': 4, 'caroler': 4, 'sing': 4, 'present': 4, 'beautiful': 4, 'sight': 4, 'thing': 4, 'tight': 4, 'tonight': 2, 'change': 2, 'close': 1, 'sure': 1, 'know': 1, 'lose': 1, 'cold': 1, 'grey': 1, 'holiday': 1, 'celebrate': 1, 'find': 1, 'look': 1, 'love': 1, 'heart': 1, 'knock': 1, 'foot': 1, 'year': 1, 'worry': 1, 'near': 1, 'clear': 1}"
44,"{'run': 18, 'rudolph': 11, 'santa': 10, 'town': 4, 'hurry': 4, 'tell': 4, 'freeway': 4, 'reel': 4, 'merry': 4, 'round': 4, 'child': 2, 'whiz': 2, 'reindeer': 1, 'know': 1, 'mastermind': 1, 'randalph': 1, 'cause': 1, 'boy': 1, 'long': 1, 'want': 1, 'christmas': 1, 'rock': 1, 'roll': 1, 'electric': 1, 'guitar': 1, 'shooting': 1, 'star': 1, 'girl': 1, 'little': 1, 'baby': 1, 'doll': 1, 'cry': 1, 'sleep': 1, 'drink': 1, 'wet': 1, 'saber': 1, 'jet': 1}"
45,"{'natural': 11, 'cold': 6, 'heart': 5, 'world': 4, 'stand': 3, 'face': 3, 'beat': 3, 'stone': 3, 'live': 3, 'life': 3, 'cutthroat': 3, 'tell': 2, 'house': 2, 'price': 2, 'pay': 2, 'leave': 2, 'cast': 2, 'product': 2, 'today': 2, 'hunter': 2, 'prey': 2, 'edge': 2, 'truth': 2, 'fade': 2, 'hold': 1, 'line': 1, 'come': 1, 'consequence': 1, 'cost': 1, 'star': 1, 'align': 1, 'heaven': 1, 'step': 1, 'save': 1, 'sin': 1, 'strong': 1, 'let': 1, 'light': 1, 'dark': 1, 'tree': 1, 'shadow': 1, 'happenin': 1, 'lookin': 1, 'glass': 1, 'find': 1, 'wrong': 1, 'past': 1, 'knowin': 1, 'youth': 1, 'cut': 1, 'bleed': 1, 'peace': 1, 'bit': 1, 'black': 1, 'oath': 1, 'blood': 1, 'hand': 1, 'break': 1, 'taste': 1, 'end': 1, 'swear': 1}"
46,"{'bottle': 8, 'hunnid': 6, 'sayin': 6, 'g': 4, 'wagen': 4, 'know': 4, 'band': 4, 'pocket': 4, 'lonely': 4, 'moment': 4, 'shit': 3, 'ayy': 3, 'need': 2, 'big': 2, 'pull': 2, 'lot': 2, 'forgivin': 2, 'grinnin': 2, 'roll': 2, 'army': 2, 'grandmama': 2, 'care': 2, 'kid': 2, 'yup': 2, 'tired': 1, 'little': 1, 'money': 1, 'boy': 1, 'inch': 1, 'blade': 1, 'lil': 1, 'troy': 1, 'flockin': 1, 'decoy': 1, 'shawty': 1, 'mix': 1, 'vodka': 1, 'lacroix': 1, 'housewife': 1, 'pullin': 1, 'toy': 1, 'bumpin': 1, 'fall': 1, 'beginning': 1, 'mm': 1, 'feelin': 1, 'piss': 1, 'winnin': 1, 'igloo': 1, 'mouth': 1, 'catch': 1, 'block': 1, 'mutombo': 1, 'lambo': 1, 'utah': 1, 'snow': 1, 'skrrt': 1, 'trunk': 1, 'dumbo': 1, 'cut': 1, 'roof': 1, 'nip': 1, 'tuck': 1, 'house': 1, 'butt': 1, 'turn': 1, 'kitchen': 1, 'counter': 1, 'strip': 1, 'club': 1, 'dre': 1, 'come': 1, 'guap': 1, 'appear': 1, 'drop': 1, 'stoney': 1, 'congratulation': 1, 'pourin': 1, 'hit': 1, 'bored': 1, ""goin'"": 1, 'punt': 1, 'hail': 1, 'mary': 1, 'prescott': 1, 'touchdown': 1, 'got': 1}"
47,"{'tell': 13, 'love': 13, 'lie': 13, 'waste': 6, 'day': 6, 'spend': 6, 'night': 6, 'sunrise': 6, 'independent': 4, 'admit': 4, 'hard': 3, 'catch': 2, 'need': 2, 'afraid': 2, 'focused': 2, 'open': 2, 'shit': 2, 'listen': 2, 'baby': 2, 'hide': 2, 'feelin': 2, 'got': 2, 'deny': 2, 'vibe': 1, 'lover': 1, 'trust': 1, 'ride': 1, 'easy': 1, 'eye': 1, 'waitin': 1, 'damn': 1, 'life': 1, 'lifetime': 1, 'mystery': 1, 'history': 1, 'feel': 1, 'good': 1, 'bad': 1, 'want': 1, 'know': 1, 'come': 1, 'company': 1, 'cravin': 1, 'synergy': 1}"
48,"{'jingle': 21, 'bell': 15, 'sleigh': 12, 'ride': 9, 'horse': 9, 'open': 9, 'way': 8, 'fun': 7, 'snow': 3, 'laugh': 3, 'bob': 3, 'bright': 3, 'sing': 3, 'song': 3, 'dash': 2, 'rudolph': 2, 'today': 2, 'field': 2, 'tail': 2, 'ring': 2, 'spirit': 2, 'tonight': 2, 'love': 2, 'day': 2, ""o'er"": 1, 'holiday': 1, 'happy': 1, 'les': 1, 'version': 1, 'echo': 1, 'think': 1, 'miss': 1, 'fanny': 1, 'seat': 1, 'lean': 1, 'lank': 1, 'misfortune': 1, 'lot': 1, 'run': 1, 'drift': 1, 'bank': 1, 'upsot': 1, 'story': 1, 'tell': 1, 'fall': 1, 'gent': 1, 'sprawl': 1, 'lay': 1, 'drive': 1, 'ground': 1, 'white': 1, 'young': 1, 'girl': 1, 'bet': 1, 'tailed': 1, 'bay': 1, 'speed': 1, 'hitch': 1, 'crack': 1, 'lead': 1}"
